club_name,end_of_spell
RKMSV Meijel,1968-06-30
Helmond Sport,1974-10-31
Telstar U18,2023-06-30
Telstar,2023-06-30
DEM U19,2021-06-30
Man Utd,2022-04-20
Man Utd,2016-09-30
Telstar,2010-06-30
Telstar,2010-02-16
AZ Alkmaar U21,2009-06-30
Feyenoord,2004-01-29
Kon. HFC U19,2018-06-30
AZ Alkmaar,2008-06-30
SC Telstar U19,2002-06-20
De Brug,1999-06-30
EDO,1998-06-30
FC Utrecht,2018-08-10
MZ Hakka,2016-07-19
Dinamo Tbilisi,2015-12-01
Stormv. Telstar,2008-06-30
AZ Alkmaar U19,2005-06-30
Zaanlandia,2001-06-30
Hellas Sport,1999-06-30
Trinidad,2017-01-11
FS Stars,2014-11-06
KV Turnhout,2014-06-30
Young Africans,2012-09-25
Shabab Al-Ordon,2011-05-19
RoPS,2008-04-07
FC Emmen,2007-12-31
BV Cloppenburg,2005-10-24
Al-Ittihad,2004-06-30
Stormv. Telstar,2003-06-30
B71 Sandoy,2002-12-31
Satellite FC,2002-06-30
VSV,2019-06-30
QD Red Lions,2018-06-30
Telstar,2013-06-30
Stormv. Telstar,2002-12-17
SC Varsseveld,1991-06-30
LONGA '30,1986-06-30
Stormv. Telstar,2011-06-30
ZAP Breezand,2008-06-30
RKVV DEM,2006-06-30
Stormvogels,2001-06-30
Hollandia,1997-06-30
Telstar,1990-06-30
Telstar,1987-06-30
Dongen,2025-06-30
TOP Oss,2022-12-22
Cluzona,2021-11-01
FC Oss,2022-03-15
FC Oss,2017-06-30
TOP Oss,2022-12-23
PSV U17,2018-06-30
PSV Youth,2017-06-30
Vitesse Youth ,2020-06-30
TOP Oss,2002-06-30
Katwijk,2000-06-30
UVS,1999-06-30
sv ARC,1995-06-30
GVVV ,1993-06-30
Quick Boys,1992-06-30
GVVV ,1991-06-30
Baronie,1970-06-30
TOP,1957-06-30
Baronie,1954-06-30
Rolder Boys,2019-06-30
Go Ahead Kampen,2015-06-30
Nieuw Buinen,2014-06-30
SC Veendam,2011-07-31
SC Veendam,2005-06-30
VV Appingedam,2002-06-30
SC Veendam,1998-10-30
VV Appingedam,1997-06-30
Oranje Nassau,1992-06-30
SC Veendam,1994-06-30
SC Veendam,1989-06-30
FC Groningen,1984-06-30
Valthermond,1979-06-30
VV Hoogeveen,1982-06-30
SC Veendam,1980-06-30
Drachten,1975-06-30
Be Quick,1972-06-30
Feyenoord,1989-12-31
Veendam,1974-04-30
RVVH Ridderkerk,1972-06-30
VV Sliedrecht,1971-12-31
VV Unicum,1970-12-31
Nieuwkoop,1970-06-30
Hardinxveld,1969-06-30
Hilversum,1968-06-30
Zwarte Schapen,1963-06-30
Zeist,1960-06-30
Velocitas,1957-06-07
AFC Amsterdam,1956-06-30
AGOVV,1955-06-30
Veendam,1952-06-30
DETO,2023-06-30
Scherpenzeel,2022-05-30
Achilles U21,2019-06-30
VV Hierden,2018-06-30
CSV Apeldoorn,2018-02-15
VV Bennekom,2017-06-30
NSC Nijkerk,2016-06-30
DETO,2014-06-30
Women's footbal,2014-06-30
AGOVV,2012-06-30
DVS '33,2009-06-30
SV Vaassen,2006-06-30
Koninklijke UD,2005-04-21
CSV Apeldoorn,2003-06-30
Hooglanderveen,2019-06-30
WSV Apeldoorn,2018-02-07
Apeldoornse B.,2014-06-30
de Valleivogels,2014-01-30
AGOVV Amateurs,2010-06-30
AGOVV,2008-06-30
AGOVV,1970-10-23
AGOVV,1968-01-01
Ajax U21,2025-06-30
Ajax U18,2021-11-24
Ajax YL,2021-11-24
Ajax U17,2020-06-30
Ajax Youth ,2017-11-01
AZ Alkmaar U17,2006-06-30
Ajax,2025-06-30
Ajax U21,2023-02-15
Ajax U21,2023-06-30
Ajax,2021-06-30
Almere City,2016-06-30
Ajax Youth ,2013-06-30
Ajax U21,2017-12-24
Ajax U21,2020-06-30
Ajax Youth ,2017-06-30
Volendam U18,2009-06-30
Ajax U21,2010-12-31
Ajax Youth ,2015-12-15
Ajax U17,2007-06-30
SV VELO,2023-06-30
Scheveningen,2020-06-30
Barendrecht,2018-12-10
SV VELO,2018-06-30
HVV Den Haag,2015-06-30
Fulham,2014-04-30
Ajax U21,2011-01-03
Haaglandia Zon.,2010-03-19
VUC,2007-06-30
SV VELO,2005-06-30
ADO Den Haag(A),2002-06-30
GDA,2003-06-30
Scheveningen,2000-06-30
Ajax U19,2017-06-30
Ajax YL,2017-06-30
Toronto,2012-06-07
Ajax U21,1991-06-30
IJsselm.vogels,1989-06-30
Ajax,1985-06-30
PSV U21,2023-07-23
PSV U17,2021-06-30
PSV U17,2019-12-31
PSV Youth,2019-06-30
PSV U19,2017-06-30
PSV U17,2017-06-30
PSV Youth,2015-06-30
NEC U19,2014-06-30
NECOss U21,2014-06-30
NEC Nijmegen,2013-06-30
Den Bosch Yth.,2011-06-30
PSV U21,2001-06-30
PSV U19,2003-06-30
PSV Youth,1998-06-30
PSV U17,1998-06-30
PSV Youth,1993-06-30
Helmond,1992-06-30
Roda JC U21,1991-11-25
PSV U21,1988-06-30
PSV Eindhoven,1987-06-30
PSV U19,1986-06-30
Go Ahead U21,2022-06-30
Veendam 1894,2020-06-30
VV Winsum,2017-06-30
Viboa,2016-06-30
Lewenborg,2016-06-30
VV Gorecht,2014-06-30
DETO,2024-06-30
Emmen U18,2023-06-30
FC Emmen Youth,2023-06-30
FC Twente U21,2022-06-30
FC Twente Youth,2021-06-30
PEC Zwolle U21,2020-06-30
PEC Zwolle U19,2018-06-30
PEC Youth,2017-06-30
Luctor et Em.,2014-06-30
FC Twente U21,2025-06-30
Vitesse Youth ,2017-09-30
FC Twente U21,2021-06-30
FC Twente U19,2020-06-30
FC Twente U17,2019-06-30
FC Twente Youth,2018-02-28
Pr. Münster,2025-06-30
Pr. Münster,2022-06-30
FC Twente U21,2020-06-30
Emmen U21,2024-06-30
FC Twente U21,2019-06-30
FC Twente Youth,2017-06-30
Emmen U19,2015-06-30
Achilles 1894,2017-06-30
WHC Wezep,2014-06-30
FC Twente U19,2011-06-30
FC Twente Youth,2009-06-30
Go Ahead Eagles,2018-03-31
FC Twente U21,2017-06-30
FC Twente U17,2016-06-30
FC Twente U19,2014-06-30
Achilles '29,2023-06-30
NEC U21,2017-06-30
DIO '30 Youth,2016-06-30
De Treffers U19,2012-03-12
Achilles '29,2020-06-30
SC Woezik,2019-03-07
SC Bemmel,2018-06-30
Groesbeekse B.,2015-06-30
Utrecht Youth,2022-06-30
RKVV Rood Wit,2021-06-30
Willem II U21,2020-06-30
SV DFS,2020-06-30
Achilles '29,2019-06-30
Achilles '29,2018-06-30
JVC Cuijk,2016-02-23
NEC U19,2013-06-30
Achilles '29,2018-10-02
FC Oss,2018-06-30
RKC U21,2017-06-30
FC Uden,2017-06-30
SV Oss '20,2013-06-30
OJC U19,2009-06-30
SV Ruwaard,2008-06-30
UDI'19 U19,2007-06-30
UDI'19/Beter Be,2005-06-30
SV TOP,2005-06-30
Wilhelmina,2003-06-30
SV Oss '20,2002-06-30
Achilles '29,2018-02-16
Utrecht U21,2025-06-30
Almere City U21,2019-08-03
PEC Zwolle U19,2016-06-30
SDO Bussum,2018-06-30
PEC Zwolle U19,2015-06-30
PEC Zwolle U17,2014-06-30
Dayton Dutch L.,2012-08-31
FC Utrecht,2024-06-30
Zaglebie Lubin,2021-04-30
Utrecht U21,2019-06-30
FC Utrecht U19,2014-06-30
Ajax U17,2011-09-30
Ajax Youth ,2007-06-30
FC Locomotive,2022-09-19
VVZ '49,2022-06-24
Qarabag FK,2016-06-30
DOS '37,2014-04-04
CSV Apeldoorn,2012-06-30
Roda '46,2010-06-30
Utrecht U21,2006-06-30
FC Utrecht,2008-10-23
Utrecht Youth,2001-06-30
S. Arabia U20,2021-03-31
Honvéd,2017-12-09
Stal D.,2016-08-10
Metalurg D.,2014-12-31
Al-Shamal SC,2011-01-31
DOVO,2009-12-15
SHO,2007-12-31
RBC Roosendaal,2005-06-30
Utrecht U21,2004-06-30
AZ Alkmaar U21,2025-06-30
AZ Alkmaar U21,2023-06-30
AZ Alkmaar YL,2023-06-30
AZ U18,2023-06-30
AZ Alkmaar U17,2020-12-08
Cambuur U19,2020-06-30
Cambuur U17,2018-06-30
SC Cambuur Yth.,2016-07-30
FC Brügge U21,2021-06-30
FC Brügge U18,2021-06-30
FC Brügge U17,2018-06-30
Club Brugge Yth,2017-06-30
Feyenoord U21,2021-02-03
AZ Alkmaar U21,2020-06-30
AZ Alkmaar U19,2018-06-30
AZ Alkmaar Yout,2013-06-30
Volendam U18,2012-06-30
Volendam Youth,2011-06-30
RSC Anderlecht,2024-06-30
Brentford,2022-12-02
Copenhagen YL,2018-10-26
Copenhagen U19,2018-10-26
FC Copenhagen,2015-06-30
Copenhagen U19,2012-07-29
Copenhagen U19,2009-12-31
Hvidovre,2008-12-31
Hvidovre IF U19,2008-11-10
Norwich Yth.,2003-12-31
Queen's Park,2026-05-31
RSC Anderlecht,2023-06-10
RSC Anderlecht,2022-12-01
Anderlecht U21,2022-10-23
Ajax Youth ,2021-06-30
Heerenveen U19,2017-10-31
Heerenveen Yth,2017-10-31
Heerenveen U17,2015-06-30
RSC Anderlecht,2022-10-23
Union SG,2022-06-30
KRC Genk,2019-11-12
RSC Charleroi,2019-06-30
WhiteStar Woluwe,2013-04-20
AFC Tubize,2010-06-30
Royal Antwerp,2021-06-30
RSC Anderlecht,2020-08-17
OH Leuven,2019-10-03
Al-Batin,2018-11-01
Cercle Brugge,2018-06-22
KS Samara,2016-10-31
KV Mechelen,2014-05-05
Sporting CP,2013-01-07
Al-Jazira,2012-03-07
KRC Genk,2011-08-17
RSC Anderlecht,2005-02-07
KV Mechelen,1998-06-30
KV Mechelen Yth,1997-06-30
RCS Braine,1994-06-30
KVC Westerlo,2025-06-30
RSC Anderlecht,2019-10-13
RSC Anderlecht,2021-06-30
Anderlecht U21,2019-06-30
RSC Anderlecht,2019-06-30
Sint-Truiden,2018-06-30
Berchem Sport,2017-08-13
K TSV Lyra,2016-06-30
KV Kortrijk,2022-08-28
RSC Charleroi,2021-06-30
RSC Anderlecht,2019-01-06
KV Kortrijk,2017-10-05
KV Kortrijk,2017-06-30
KV Kortrijk,2017-03-07
KV Kortrijk,2016-04-04
KV Kortrijk,2016-02-07
KAA Gent,2024-06-30
RSC Anderlecht,2018-12-16
KAA Gent,2017-09-27
KV Kortrijk,2014-06-30
KRC Genk,2009-11-29
KV Kortrijk,2009-06-30
WS Lauwe,2006-06-30
KSV I. Zuid-West,2003-11-01
KSC Lokeren,2002-11-01
D.C. United,2022-12-09
RSC Anderlecht,2021-02-04
San Luis,2019-04-02
Olimpia,2018-09-30
RSC Anderlecht,2017-10-03
Anderlecht U21,2016-06-30
Olimpia,2015-05-30
CA Unión II,2013-06-05
CA Unión,2013-06-05
Lierse SK,2010-09-19
Germ. Beerschot,2009-08-31
Germ. Beerschot,2008-06-30
KSC Lokeren,2006-02-26
RSC Anderlecht,2002-06-30
KRC Genk,1999-06-30
KSV Waregem,1995-09-24
Germinal Ekeren,1994-06-30
KSC Lokeren,1993-01-31
RSC Charleroi,1988-06-30
KSC Lokeren,1987-06-30
RSC Anderlecht,1999-06-30
RSC Anderlecht,1997-12-04
RSC Anderlecht,1998-09-16
Royal Antwerp,1984-06-30
RWD Molenbeek,1983-06-30
RWD Molenbeek,1989-06-30
RSC Anderlecht,1985-12-31
Club Brugge,1979-06-30
Beerschot VAV,1972-06-30
Berchem Sport,1970-06-30
RSC Anderlecht,1968-06-30
Beerschot AC,1966-06-30
Spora Luxemburg,1962-06-30
RSC Anderlecht,1960-06-30
Club Brugge,2026-06-30
Standard Liège,2023-05-24
New York City,2022-06-30
Vålerenga,2020-01-05
Celtic,2016-05-16
Strømsgodset,2014-06-05
Strømsgodset,2008-01-01
Club Brugge,2023-06-30
Club Brugge,2023-03-07
FC Brügge U21,2022-06-30
Club Brugge YL,2022-06-30
Club Bruges U19,2018-01-08
KSV Oostkamp,2015-06-30
Standard Liège,2026-06-30
Club Brugge,2022-12-27
FC Brügge U18,2019-06-30
FC Brügge U21,2019-06-30
FC Knokke,2018-06-30
SH Port,2022-12-01
Royal Antwerp,2020-12-29
Al-Ain FC,2019-12-21
Club Brugge,2019-06-30
Sint-Truiden,2017-06-30
OH Leuven,2014-11-28
RFC Mandel Ut,2021-11-15
KVK Westhoek,2019-06-30
Club Brugge,2011-11-09
Al-Hilal,2009-06-30
Kortrijk U19,2009-03-31
KV Waasland,2008-06-30
VW Hamme,2007-01-29
KV Kortrijk,2004-09-20
KV Waasland,2004-06-30
KRC Gent-Zeehav.,2002-06-30
KV Mechelen,1999-03-20
Cercle Brugge,1997-08-31
Cercle Brugge,1996-11-20
AEL Limassol,2023-04-14
Olympiakos N.,2021-05-31
EN Paralimniou,2020-05-31
Ismaily,2019-04-26
Vardar,2018-04-16
Waasl.-Beveren,2017-06-30
Mouscron,2016-01-19
RAEC Mons,2014-06-30
Macedonia,2013-09-27
Ethnikos,2012-02-27
EN Paralimniou,2011-01-10
Red Star,2009-05-05
Al-Shaab,2008-09-10
Club Brugge,2007-06-30
Olympiacos,2006-12-29
Club Bruges U19,2005-06-30
KSC Blankenbg.,2000-06-30
Macedonia U19,1998-06-30
KMSK Deinze,2015-06-30
Royal Cappellen,2014-04-30
KVC Westerlo,2012-05-19
Club Brugge,2006-04-03
KVC Westerlo,2005-06-30
Ingelmunster,1999-06-30
Eendracht Aalst,1997-02-23
KV Oostende,2023-06-30
KMSK Deinze,2009-06-30
Club Brugge,2000-06-30
KSV Waregem,1991-12-31
VAC Beerschot,1984-04-09
Club Brugge,1982-03-15
Berchem Sport,1981-06-30
VC Rotselaar,1979-06-30
Beerschot VAV,1978-11-25
Berchem Sport,1974-06-30
T. Borgerhout,1971-06-30
KSK Roeselare,1995-06-30
KFC Tielen,1993-06-30
Eendracht Aalst,1992-06-30
Cercle Brugge,1991-06-30
KV Kortrijk,1988-06-30
KAA Gent,1986-12-15
Waterschei THOR,1984-06-30
Cercle Brugge,1983-06-30
KV Oostende,1982-06-30
KAA Gent,1981-06-30
Club Brugge,1980-09-20
Cercle Brugge,1979-06-30
KSC Lokeren,1978-06-30
Cercle Brugge,1977-06-30
Ajax,1972-06-30
FC Zürich,1971-06-30
FC Luzern,1970-10-05
Club Brugge,1963-09-30
Grazer AK,1962-12-31
Waterschei THOR,1972-06-30
RRFC Montegnée,1970-06-30
RAEC Mons,1969-06-30
Club Brugge,1965-06-30
Waterschei THOR,1959-06-30
SK Beveren,2025-06-30
KMSK Deinze,2022-06-30
KAA Gent,2020-12-03
Royal Antwerp,2020-06-30
Royal Antwerp,2017-06-30
Royal Antwerp,2016-10-17
FC Copenhagen,2022-09-19
KRC Genk,2020-11-02
KAA Gent,2020-08-20
FC Midtjylland,2018-10-10
Esbjerg fB,2013-06-30
Esbjerg fB,2011-03-14
Esbjerg fB,2008-12-31
Esbjerg fB,2008-12-02
Esbjerg fB,2008-11-16
Al-Faisaly FC,2024-06-30
KV Oostende,2022-10-31
Cercle Brugge,2021-11-27
KV Kortrijk,2021-01-30
KAA Gent,2018-10-08
KV Oostende,2017-09-19
KV Kortrijk,2015-06-30
KAA Gent,2021-06-30
KAA Gent,2017-10-04
KAA Gent,2020-06-30
KRC Genk,2016-06-30
KAA Gent,2015-06-30
Standard Liège,2012-10-27
Standard Liège,2013-06-30
Club Brugge,2011-06-30
Overpelt-Lommel,2006-12-28
Heusden-Zolder,2004-12-31
UTA Arad,2025-05-31
FC Dinamo,2021-12-21
FC Viitorul,2021-04-08
ACSM Poli Iasi,2020-08-08
FC Dinamo,2019-06-30
Al-Faisaly FC,2018-10-05
Mouscron,2018-02-14
FC Dinamo,2016-05-20
Petrolul,2015-05-05
KAA Gent,2014-04-09
CFR Cluj,2013-08-11
Standard Liège,2013-06-14
Petrolul,2012-10-26
Astra Ploiesti,2012-05-30
Xäzär Länkäran,2011-12-04
Alania,2009-12-31
FC Dinamo,2009-06-15
Rapid Bucharest,2008-03-28
FC Dinamo,2007-09-02
FC Vaslui,2006-06-07
FC Vaslui,2005-06-11
U. Craiova,2004-09-27
Al-Nasr SC,2004-03-29
Rapid Bucharest,2003-12-08
FCM Bacău,2001-12-31
Rapid Bucharest,2001-06-30
Rapid Bucharest,1998-12-06
KAA Gent U21,2021-06-30
KAA Gent U21,2019-05-28
KAA Gent,2019-01-05
KAA Gent,2012-11-01
KAA Gent,2014-04-20
KV Kortrijk,2006-01-29
Eendracht Aalst,2002-01-29
RSC Charleroi,2000-11-29
Anderlecht U19,1999-06-30
RFC Seraing,1996-06-30
Zulte Waregem,2021-12-16
KAA Gent,2011-06-30
Zultse VV,2010-06-30
Waasl.-Beveren,2018-11-18
OH Leuven,2014-06-30
OH Leuven,2014-02-25
OH Leuven,2014-01-21
KRC Genk,2010-12-31
Olympiacos,2009-01-05
Sint-Truiden,2006-02-09
KV Oostende,2005-06-30
KAA Gent,2004-06-30
KAA Gent,2002-06-30
KAA Gent,2000-11-02
KAA Gent,1998-12-31
KAA Gent,1997-06-30
KAA Gent,2003-11-05
KSK Kermt,1995-06-30
K Patro Eisden,1993-06-30
FC Junkersdorf,1991-06-30
KSK Tongeren,2008-02-05
Maasmechelen,2002-03-18
KTH Diest,2001-06-30
KV Mechelen,2000-11-06
KTH Diest,2000-06-30
Lommel SK,1998-12-28
KAA Gent,1997-04-26
K Patro Eisden,1994-06-30
FCN Sint-Niklaas,2005-06-30
Boussu Dour,1993-06-30
KV Kortrijk,1992-06-30
Boussu Dour,1991-06-30
KAA Gent,1989-03-26
RWD Molenbeek,1988-06-30
KMSK Deinze,1987-06-30
KRC Harelbeke,1985-06-30
KAA Gent,1983-12-05
KAA Gent,1983-03-14
US Tournai,1982-06-30
KV Kortrijk,1991-11-02
KV Kortrijk,1990-06-30
KAA Gent,1988-06-30
KSC Menen,1986-06-30
US Tournai,1984-06-30
KAA Gent,1987-09-13
KAA Gent,1984-06-30
KSK Beveren,1981-06-30
KAA Gent,1980-10-03
ARA Gent,1964-06-30
Grazer AK,1954-06-30
ARA Gent,1952-12-31
Varteks,1936-06-30
SV Wiesbaden,1933-06-30
SAK 1914,1932-06-30
Rapid Lustenau,1931-06-30
T. Borgerhout,1964-06-30
Eendracht Aalst,1958-06-30
Royal Antwerp,1949-06-30
Royal Antwerp,1944-06-30
ARA Gent,1940-06-30
Beerschot AC,1931-06-30
Mouscron,2016-06-30
Standard Liège,2011-10-10
KV Kortrijk,2010-06-30
Exc. Mouscron,2009-12-30
Zulte Waregem,2009-06-30
KSV Roeselare,2008-01-23
Club Brugge,2007-02-20
Mouscron,2021-10-13
RAEC Mons,2013-09-23
Exc. Mouscron,2009-06-30
AFC Tubize,2006-01-31
RSC Charleroi,2002-06-06
Exc. Mouscron,2007-02-06
Exc. Mouscron,2006-02-18
Exc. Mouscron,1997-06-30
Saif SC,2021-02-26
Wydad AC,2019-12-30
USM Alger,2017-11-12
Lierse SK,2005-11-02
KSC Lokeren,2003-10-27
KSV Ingelmunster,2001-06-30
KFC Verbr. Geel,2000-01-24
KFC Tielen,1998-06-30
St.Niklase SK,1996-06-30
T. Borgerhout,1994-06-30
Sassport Boezinge,2017-03-17
RAEC Mons,2014-03-04
RAEC Mons,2011-01-25
RAEC Mons,2009-11-23
Mouscron U19,2009-06-30
Exc. Mouscron,2006-01-08
Mouscron,2020-02-28
AFC Tubize,2015-08-01
RRC Péruwelz,2012-06-30
RAEC Mons,2008-08-21
AFC Tubize,2008-06-30
Exc. Mouscron,2005-03-14
AFC Tubize,2004-05-28
HSV Hoek,2022-05-12
FC Knokke,2019-03-18
KV Kortrijk,2018-06-30
Mouscron,2017-01-22
Mouscron,2016-12-07
Ingelmunster,2015-10-26
Cercle Brugge,2014-10-06
Cercle Brugge,2012-11-05
Cercle Brugge,2012-10-28
KSV Roeselare,2008-06-30
KV Kortrijk,2007-06-30
Eendracht Aalst,2004-09-27
Exc. Mouscron,2003-06-30
KSV Waregem,1996-06-30
Exc. Mouscron,1995-06-30
KV Kortrijk,1985-06-30
KSV Waregem,1979-06-30
KSV Waregem,1971-06-30
Standard Liège,2023-06-30
Standard U21,2022-06-30
Standard Liège ,2021-06-30
RSC Charleroi U19,2017-06-30
Francs Borains,2015-09-27
Zulte Waregem,2023-03-15
Standard Liège,2021-10-04
RE Virton,2023-06-30
RFC Seraing,2022-10-30
Mouscron,2022-06-30
Mouscron,2021-09-12
OH Leuven,2020-06-16
Cercle Brugge,2019-10-31
Standard Liège,2017-06-30
RFC Seraing,2016-11-13
Charlton,2016-03-09
Standard U21,2012-05-10
Standard Liège ,2008-06-30
Seraing R.U.L.,2006-12-31
Seraing R.U.L.,2005-06-30
KV Mechelen,2018-01-24
Standard Liège,2017-04-17
KV Mechelen,2016-09-06
Red Star,2013-03-18
KSC Lokeren,2009-10-25
Red Star,2008-06-11
Metalurg D.,2005-06-30
Al-Riyadh,2024-06-30
Omonia Nikosia,2023-02-06
Al-Fateh,2022-01-09
Waasl.-Beveren,2018-11-11
KV Mechelen,2017-10-23
Sint-Truiden,2015-09-07
RSC Charleroi,2013-02-14
Al-Shabab,2012-07-14
Anderlecht Yth.,2010-03-05
RFC Lüttich,2025-06-30
Standard Liège,2015-09-07
Standard Liège,2015-07-12
Kerala Blasters,2025-05-31
Apol. Limassol,2019-10-04
Slo. Bratislava,2017-10-30
Standard Liège,2015-02-02
Standard Liège,2006-06-30
Seraing R.U.L.,1998-06-30
Rixensartoise,1997-06-30
RRFC Montegnée,1997-06-30
Rixensartoise,1996-06-30
Seraing United,1991-06-30
FC Brüssel,2005-06-07
RSC Charleroi,2004-04-26
Standard Liège,2002-09-16
RSC Charleroi,1999-06-30
Sporting CP,1996-12-01
Standard Liège,1996-06-30
RSC Charleroi,1994-06-30
RC Liège,1992-06-30
KSC Lokeren,1983-06-30
KFC Winterslag,1981-06-30
Standard Liège,1979-06-30
KFC Winterslag,1976-06-30
MC Algiers,2007-12-31
RE Virton,2005-06-30
Standard Liège,2000-05-07
Union SG,1995-08-12
Servette FC,1991-09-30
Beira-Mar,1990-02-05
Saipa FC,2018-05-02
Naft Tehran,2017-06-30
Saba Battery,2016-06-30
Rah Ahan,2013-06-30
Piroozi FC,2011-06-21
Standard Liège,1999-12-29
Standard Liège,1999-06-30
RRFC Montegnée,2009-12-16
Sprimont ,2007-12-02
FC Wiltz 71,2006-11-01
Standard Liège,1998-02-19
RC Liège,1996-06-30
Ratchaburi FC,2018-03-15
Yadanarbon FC,2017-12-01
Eendracht Aalst,2014-06-30
Muangthong Utd.,2013-11-30
BEC Tero Sasana,2013-07-18
Muangthong Utd.,2011-01-07
KV Turnhout,2010-01-11
FC Denderleeuw,2004-06-30
Royal Antwerp,2003-10-15
FC Denderleeuw,2003-06-30
Cerezo Osaka,2000-01-31
Cheonan Ilhwa,1998-09-08
KSK Beveren,1995-11-30
VAC Beerschot,1995-04-20
KV Kortrijk,1991-01-28
Germinal Ekeren,1990-06-30
KSK Beveren,1989-06-30
Standard Liège,1987-11-09
Berchem Sport,1987-06-30
Dessel Sport,1985-06-30
E. Ettelbrück,1990-12-31
Avenir Beggen,1990-06-30
E. Ettelbrück,1988-06-30
Standard Liège,1985-04-30
El Ahly,1982-06-30
MTK Budapest,1974-06-30
Videoton SC,1972-06-30
Ferencváros,1970-12-31
Górnik Zabrze,1969-11-30
USM Alger,1965-12-31
Nyíregyházi SP,1963-12-31
Salgótarján,1963-06-30
NAA Hussein Dey,1962-12-31
Újpesti Dózsa,1962-06-30
Standard Liège,1961-06-30
Partizan,1958-06-30
Pécsi Dózsa,1956-11-30
Vasas Izzó,1955-12-31
Szegedi Honvéd,1953-12-31
Lokomotív,1952-09-30
Nyíregyházi SP,1948-07-31
KAC Kosice,1946-06-30
KFC Houtvenne,2022-06-30
KVC Westerlo,2017-12-05
KVC Westerlo,2017-06-30
KVC Westerlo,2013-04-29
KFCO Beerschot,2021-09-26
VC Moldavo,2018-06-30
Al-Ahli Yth.,2015-06-30
KVC Westerlo,2013-04-17
KVC Westerlo,2012-05-22
Lierse SK,2018-12-10
Lierse SK,2010-02-18
KVC Westerlo,2007-06-30
KSK Beveren,2005-06-30
Dessel Sport,2001-03-07
KRC Harelbeke,2000-12-14
Germinal Ekeren,1999-06-30
Germinal Ekeren,1995-10-31
Lierse SK,1994-06-30
SV Anzegem,2020-06-30
Ingelmunster,2016-03-01
KFC Izegem,2015-06-30
KSK Maldegem,2012-09-05
KMSK Deinze,2012-06-30
FCN Sint-Niklaas,2007-12-31
KRC Waregem,2006-12-31
KV Kortrijk,2003-06-30
FC Denderleeuw,2002-12-31
KFC Wevelgem,2002-06-30
Eendr. Hekelgem,2001-02-18
KM Torhout,2000-03-01
KVC Westerlo,1997-06-30
Everbeur Sport,2014-06-30
Leopoldsburg,2007-12-31
Exc. Veldwezel,2004-12-14
KVK Tienen,2004-06-30
Lommel SK,2003-06-30
KFC Verbr. Geel,2001-10-08
KRC Genk,2000-02-06
KVC Westerlo,1999-06-30
KFC Verbr. Geel,1996-06-30
Lommel SK,1994-11-26
KVC Westerlo,1993-06-30
KTH Diest,1992-06-30
KFC Mol,1991-06-30
Looi Sport,1989-06-30
Beringen FC,1987-04-10
KVC Westerlo,1986-06-30
KVC Westerlo,1984-06-30
KFC Ranst,2024-06-30
KVC Westerlo,2022-12-31
Zulte Waregem,2019-06-30
Beerschot AC,2012-05-28
Germ. Beerschot,2010-12-03
Germ. Beerschot,2011-06-30
KFC Schoten SK,1999-10-04
FC Rita Berlaar,1998-06-30
Germ. Beerschot,2011-03-31
Germ. Beerschot,2010-12-05
KSC Lokeren,2010-01-28
KSC Lokeren,2009-04-07
KV Oostende,2019-06-30
KV Oostende,2020-06-30
KSV Roeselare,2016-05-18
Sint-Truiden,2012-06-30
Overpelt-Lommel,2011-09-02
FC Brüssel,2008-06-30
KSC Lokeren,2004-12-20
Germ. Beerschot,2003-06-30
KSK Beveren,1999-10-20
Amica Wronki,1997-11-14
Germinal Ekeren,1996-10-20
RSC Anderlecht,2018-06-30
Germinal Ekeren,2004-06-30
Eendracht Aalst,1998-06-30
Eendracht Aalst,1998-03-18
Royal Antwerp,1995-02-02
Germinal Ekeren,1993-06-30
KSV Waregem,1989-12-14
Beringen FC,1983-06-30
KSC Lokeren,1981-06-30
Royal Antwerp,1965-06-30
Germinal Ekeren,1962-06-30
Lierse SK,1961-06-30
Racing Club,1954-06-30
Lierse SK,1951-06-30
KRC Genk,2026-06-30
KV Mechelen,2022-06-30
KV Kortrijk,2018-08-21
Lommel SK,2017-10-28
Thes Sport,2017-06-30
RDK Gravelo,2014-10-02
KV Kortrijk,2023-06-30
KAS Eupen,2022-10-22
KRC Genk,2022-06-30
Dunajska Streda,2021-04-21
Cercle Brugge,2020-05-31
Olympiakos U20,2014-06-30
Olympiacos U17,2014-06-30
Tsesna,2008-11-16
VfB Stuttgart,1995-04-24
KRC Genk,2020-09-24
KRC Genk,2019-11-18
KRC Genk U21,2018-06-30
KRC Genk,2017-12-10
Al-Jazeera Club,2005-06-30
RWDM U19,2004-06-30
Feyenoord U19,2003-06-30
Feyenoord Youth,2001-06-30
Royal Antwerp,2022-06-30
Cercle Brugge,2019-12-07
KRC Genk,2016-12-27
KRC Genk,2017-01-04
KAA Gent,2016-06-30
KSC Lokeren,2015-06-30
RAEC Mons,2009-06-30
OH Leuven,2008-08-27
KSC Lokeren,2006-11-26
KSC Lokeren,2006-06-30
KSC Lokeren,1999-08-28
KSC Lokeren,1997-08-19
Beerschot V.A.,2021-09-14
Sint-Truiden,2021-06-30
Lommel SK,2020-06-30
KSC Lokeren,2018-10-28
KRC Genk,2016-12-26
KSC Lokeren,2015-05-25
KV Mechelen,2010-06-30
KFC Verbr. Geel,2006-06-30
