club_name,end_of_spell
K'lautern U17,2010-01-07
W. Burghausen,2006-06-14
1.FC K'lautern,2002-09-03
Eintracht Trier,1998-06-02
Vojvodina,2018-06-30
Unterhaching,2005-04-11
1.FC K'lautern,2002-08-26
K. Offenbach,2018-10-26
Al-Ettifaq,2015-12-15
Al-Shabab,2015-01-15
Al-Hilal U23,2014-06-30
W. Burghausen,2012-06-30
CS Sfaxien,2011-12-27
Genclerbirligi,2007-10-31
Galatasaray,2007-06-30
VfL Wolfsburg,2005-06-30
1.FC K'lautern,2004-04-02
1.FC K'lautern,2002-07-01
1.FC K'lautern,2000-09-30
1.FC Köln,1995-06-30
1.FC Köln U19,1995-06-30
Galatasaray,1994-06-30
Galatasaray U17,1994-06-30
1.FSV Mainz 05,2001-02-28
Darmstadt 98,2000-06-30
CS Sfaxien,1999-02-28
FC St. Pauli,1997-11-27
1.FC K'lautern,1996-06-30
Union Berlin,1996-03-24
VfL Wolfsburg,1995-04-05
SC Freiburg,1991-06-30
Alem. Aachen,1990-06-30
Wormatia Worms,1990-03-28
Darmstadt 98,1989-07-05
Al-Ahli,1988-04-30
Darmstadt 98,1987-06-30
TeBe Berlin,1986-06-30
Union Solingen,1985-08-31
Union Solingen,1983-06-30
FL Strikers,1982-06-30
1860 Munich,1979-09-20
Wormatia Worms,1978-12-25
Whitecaps,1978-06-01
SC YF Juventus,1970-06-30
FC Luzern,2006-06-30
E. Frankfurt,2001-07-03
E. Frankfurt,2001-05-19
1.FC Nuremberg,2000-02-18
Bor. M'gladbach,1998-11-09
LASK,1997-06-30
1.FC K'lautern,1996-03-23
FC Basel,1993-06-30
FC Luzern,1992-06-30
Iraklis,1984-11-01
MVV,1982-06-30
Fenerbahce,1982-03-31
E. Frankfurt,1980-06-30
Schalke 04 Yth.,1976-03-09
FC Wenden,2023-06-30
LSK Hansa,2022-06-30
LSK Hansa,2019-07-02
FC Wenden,2017-12-28
El Gouna,2015-07-31
Milsami,2012-10-23
M. Swallows,2010-11-28
Dinamo Tbilisi,2009-03-23
Enppi SC,2007-02-01
Piroozi FC,2005-06-30
Ittihad Alex,2003-12-31
FC Baniyas,2002-06-30
Stuttg. Kickers,2001-08-26
El Ahly,2000-08-31
TeBe Berlin,1996-10-07
1.FC Nuremberg,1994-12-31
1.FC K'lautern,1993-06-30
Stuttg. Kickers,1992-06-30
Lüneburger SK,1987-06-30
Teutonia Uelzen,1985-06-30
Stukenbrock U19,2011-06-05
FC Stukenbrock,2008-06-30
Stukenbrock U19,2007-06-30
Lüner SV,2003-06-30
Kickers Emden,2001-10-02
Beckumer SV,2001-06-30
SC Verl,1997-12-01
Wilhelmshaven,1996-12-02
VfL Wolfsburg,1995-10-22
FC Gütersloh,1995-04-05
Unterhaching,1994-06-30
Fortuna Köln,1993-06-30
Pr. Münster,1991-04-24
1.FC K'lautern,1990-02-25
Wattenscheid 09,1989-06-30
E. Braunschweig,1987-06-30
Arm. Bielefeld,1986-02-02
Bielefeld Yth.,1984-03-22
DJK Gütersloh,1979-06-30
FC Stukenbrock,1979-06-30
TuS Hohenecken,1994-06-30
FK Pirmasens,1992-06-30
FC 08 Homburg,1990-04-11
1.FC K'lautern,1989-06-30
K'lautern II,1987-11-11
TuS Hohenecken,1987-06-30
Wormatia Worms,1983-02-06
1.FC K'lautern,1981-10-11
K'lautern II,1980-10-11
SSV Ettlingen,2002-06-30
1.FC Pforzheim,1992-06-30
Stuttg. Kickers,1990-06-30
Union Solingen,1987-06-30
1.FC K'lautern,1985-06-30
Darmstadt 98,1983-06-30
Karlsruher SC,1981-11-26
Saarbrücken,1978-02-21
F. Düsseldorf,1976-04-15
Düsseldorf II,1975-04-23
VfR Büttgen,1973-06-30
Union Solingen,1971-06-30
VfR Neuss,1970-06-30
VfR Neuss,1968-06-30
F. Düsseldorf,1967-06-30
El Ahly,1989-06-30
E. Frankfurt,1986-12-03
1.FC K'lautern,1983-10-26
E. Frankfurt,1976-06-30
1.FC K'lautern,1973-06-30
1.FC K'lautern,1969-06-30
1.FC K'lautern,1971-03-11
1.FC K'lautern,1983-06-30
Hessen Kassel,1986-08-21
SSV Reutlingen,1986-01-05
1.FC Nuremberg,1983-12-06
1.FC K'lautern,1983-03-21
Hessen Kassel,1982-06-30
FV 04 Würzburg,1978-10-02
Stuttg. Kickers,1977-06-30
Apol. Limassol,1987-06-30
Panionios,1984-02-29
Panserraikos,1982-06-30
PAOK Salonika,1980-04-28
Arm. Bielefeld,1971-12-21
1.FC K'lautern,1969-05-06
1.FC K'lautern,1965-06-30
RW Oberhausen,1972-11-01
TeBe Berlin,1970-06-30
FC Schalke 04,1968-11-17
Werder Bremen,1967-09-04
1.FC K'lautern,1965-02-23
VVV,1963-05-26
Heiligenhaus,1961-06-30
NEC,1957-06-30
VVV,1956-06-30
1.FC K'lautern,1954-06-30
RW Oberhausen,1953-06-30
SC Kleve 63,1953-06-30
RW Oberhausen,1951-06-30
VfR Mannheim,1950-06-30
Linner SV,1948-06-30
Pr. Münster,1970-12-10
SSV Reutlingen,1968-12-31
Pr. Münster,1966-06-30
1.FC K'lautern,1961-06-30
K'lautern U19,1950-06-30
Pr. Dellbrück,1954-06-30
Stuttg. Kickers,1953-06-30
Schweinfurt 05,1951-10-29
Stuttg. Kickers,1951-06-30
1.FC K'lautern,1949-10-16
1.FC K'lautern,1944-06-30
1.FC K'lautern,1936-06-30
SM Caen,1935-06-30
CA Paris,1933-06-30
FC Solothurn,1932-06-30
BSC Old Boys,1931-06-30
FC Olten,1929-06-30
FC Luzern,1928-12-31
Modena,1926-06-30
Werder Bremen,1924-06-30
1.FC K'lautern,1922-06-30
VfL Wolfsburg,2022-05-15
Werder Bremen,2021-05-16
Werder Bremen,2017-11-09
W. Bremen II,2017-10-30
Werder Bremen,2016-09-18
W. Bremen Yth.,2014-10-25
W. Bremen II,2014-06-30
W. Bremen Yth.,2013-12-31
W. Bremen U17,2013-06-30
Royal Antwerp,2024-06-30
VfL Wolfsburg,2021-10-24
PSV Eindhoven,2019-12-16
PSV U19,2018-06-30
E. Frankfurt,2023-06-30
VfL Wolfsburg,2021-06-30
LASK,2019-06-30
SV Ried,2015-05-25
FC Liefering,2012-10-08
RB Salzburg,2014-05-31
RB Salzburg,2012-07-08
FC Augsburg,2020-03-09
VfL Wolfsburg,2018-02-19
1.FSV Mainz 05,2017-05-22
FSV Mainz 05 II,2015-02-16
FC Thun U21,2010-06-30
FC Raron,2008-06-30
FC Raron,2003-06-30
1.FC Nuremberg,2023-06-01
Hamburger SV,2020-06-30
Bor. M'gladbach,2019-06-30
VfL Wolfsburg,2016-10-17
1.FC Nuremberg,2012-12-24
Hannover 96,2009-08-19
Alem. Aachen,2006-09-07
VfB Lübeck,2004-06-30
SC Verl,2001-01-29
F. Düsseldorf,2014-06-13
Wolfsburg II,2013-06-30
VfL Wolfsburg,2012-12-31
Wolfsburg II,2012-10-25
VfL Wolfsburg,2010-06-30
Wolfsburg II,2010-01-26
RW Essen,2007-05-21
TSG Hoffenheim,2006-05-21
Karlsruher SC,2004-12-11
Unterhaching,2001-09-13
Unterhaching,1997-10-01
Stuttg. Kickers,1994-03-01
VfB Stuttgart,1993-06-30
Hessen Kassel,1990-06-30
SC Freiburg,1989-08-31
SSV Reutlingen,1989-06-30
FC Bayern Hof,1986-02-28
1.FC Köln,2019-11-08
E. Frankfurt,2016-03-06
VfB Stuttgart,2014-11-24
E. Frankfurt,2014-06-30
Hamburger SV,2011-03-13
VfL Wolfsburg,2010-01-25
VfL Wolfsburg,2009-12-31
VfB Stuttgart,2008-11-23
FC Augsburg,2004-09-26
SSV Reutlingen,2002-01-02
Greuther Fürth,1997-10-14
FC Augsburg,1995-06-30
FC Augsburg,1990-06-30
Schwaben Augsb.,1989-06-30
Augsburg-O.,1987-06-30
Darmstadt 98,2016-06-01
Loko Astana,2011-11-11
FC Augsburg,2009-04-13
SC Paderborn,2008-02-08
VfL Wolfsburg,2005-12-19
Bor. M'gladbach,2004-10-27
RW Essen,2003-09-20
M'gladbach II,2003-09-01
Bor. M'gladbach,2001-06-30
Fr. Turner U17,2022-06-30
Lupo-Martini,2020-01-19
TSC Vahdet,2018-12-31
MTV Gifhorn,2018-06-30
VfR Neumünster,2015-04-06
Tammeka Tartu,2013-12-31
Cenderawasih FC,2011-10-01
Persipura,2010-12-31
RW Essen,2010-06-30
RW Essen,2009-09-11
Türkiyemspor,2009-06-30
Fallersleben,2008-06-30
VfB Lübeck,2007-10-15
Wolfsburg II,2007-03-04
SSV Reutlingen,2004-02-18
Esteghlal FC ,2003-05-04
SC Paderborn,2003-02-10
Greuther Fürth,2001-08-19
VfB Lübeck,2000-11-16
VfL Wolfsburg,1998-03-22
Wolfsburg II,1998-06-30
VfL Wolfsburg,1998-06-30
VfL 93 Hamburg,1995-09-30
Carl Zeiss Jena,1993-09-25
VfL 93 Hamburg,1993-05-22
VfL Wolfsburg,1993-02-10
1.FC Köln U19,1991-06-30
Bor. Lippstadt,1988-06-30
Teutonia Lippstadt,1986-06-30
FC Stukenbrock,1984-06-30
A. Delmenhorst,1980-07-01
E. Braunschweig,2007-03-20
Al-Shaab,2006-11-14
E. Frankfurt,2004-05-27
FC St. Pauli,2000-03-14
1.FC Nuremberg,1998-11-30
VfL Wolfsburg,1998-03-15
SV Lurup,1995-10-22
SC Norderstedt,1993-08-31
Hamburger SV,1990-01-04
FC St. Pauli,1987-11-10
Altona 93,1986-06-30
MTV Gamsen,2016-06-30
MTV Isenbüttel,2010-06-30
VfL Wolfsburg,1993-02-15
VfB Lübeck,2000-06-30
Lüneburger SK,1997-06-30
TuS Celle FC,1996-04-05
VfB Lübeck,1994-03-14
VfL Wolfsburg,1991-06-30
Wolfenbüttel,1990-06-30
Hamburger SV,2021-06-30
Hamburger SV,2025-06-30
Samsunspor,1997-09-09
Dynamo Dresden,1995-02-24
Hansa Rostock,1993-06-26
FC Tirol,1992-05-31
FC Tirol,1991-12-31
VfL Wolfsburg,1990-06-30
SC Westtünnen,1988-06-30
1.FC Pelkum,1985-12-31
MTV Gifhorn,2004-06-30
MTV Gifhorn,1999-06-30
E. Braunschweig,1994-06-30
VfL Wolfsburg,1988-06-30
MTV Gifhorn,1984-06-30
VfL Wolfsburg,1984-06-30
VfL Wolfsburg,1978-12-02
U. Salzgitter,1977-06-30
VfL Wolfsburg,1975-01-16
VfL Wolfsburg,1959-06-30
VfL Wolfsburg,1983-10-20
VfL Wolfsburg,1979-04-29
VfL Wolfsburg,1976-11-28
VfL Wolfsburg,1975-04-28
Beringen FC,1977-06-30
VfL Wolfsburg,1975-04-23
TeBe Berlin,1972-06-30
SSV Ulm 1846,1971-06-30
Bonner SC,1969-06-30
Bremerhaven 93,1968-06-30
BC Augsburg,1967-06-30
Arm. Hannover,1963-11-19
VfL Wolfsburg,1966-06-30
VfV Hildesheim,1963-06-30
VfL Wolfsburg,1957-06-30
VfL Wolfsburg,1955-06-30
Bremer SV,1967-04-10
VfL Wolfsburg,1963-06-30
Eintracht Trier,1957-06-30
Bremer SV,1956-06-30
VfL Wolfsburg,1958-10-31
Arm. Hannover,1957-02-28
Eimsbütteler TV,1955-06-30
SC Concordia,1952-12-31
FC St. Pauli,1952-06-30
Harburger TB,1950-06-30
Eckernförder SV,1948-06-30
Eimsbütteler TV,1949-06-30
VfL Wolfsburg,1956-06-30
SV Eintracht 08,1953-06-30
CS Sfaxien,2023-02-21
Grenoble,2021-12-14
FC Lugano,2021-06-30
AC Bellinzona,2019-10-28
FC Sion,2018-09-17
FC Sion U21,2018-02-05
FC Wil 1900,2017-06-30
FC Wacker,2016-09-21
FC Schaffhausen,2016-03-07
SC Kriens,2011-06-30
FC Sion,2008-03-20
FC Vaduz,2007-01-09
FC Wil 1900,2006-06-30
FC Baden 1897,2005-06-30
SR Delémont,2004-06-30
Grasshoppers,2002-12-31
FC Chiasso,2000-06-30
FC Mendrisio,1999-06-30
US Monte Carasso,1997-06-30
1860 Munich,2023-02-26
1860 Munich,2023-06-30
1860 Munich,2019-01-31
Blau Weiss Linz,2017-10-23
TSV 1860 U17,2015-06-30
TSG Hoffenheim,2013-04-02
A. Klagenfurt,2012-08-29
A. Klagenfurt,2012-12-31
1.FC K'lautern,2012-03-20
Rubin Kazan,2011-04-05
KAC 1909,2009-12-01
1860 Munich,2008-08-31
Grazer AK,2006-01-08
FC Kärnten,2002-06-30
FC St. Veit,2000-06-30
1860 Munich,2023-01-31
1.FC Nuremberg,2019-02-12
1.FC Nuremberg,2017-06-30
Nuremberg II,2017-03-06
1.FC Nuremberg,2018-06-30
Gr. Fürth U17,2015-06-30
BLA U14,2012-07-31
Regensburg Yth.,2012-06-30
BLA U19,2009-06-30
BLA U18,2008-06-30
BLA U17,2007-06-30
BLA U19,2005-06-30
DFB-Jugend,2014-08-31
SG Gattendorf,2001-12-31
FC Bayern Hof,2001-02-28
FC Bayern Hof,2000-08-28
SG Fuchsmühl,2000-06-30
TSV Neuried,2024-06-30
1860 Munich,2022-02-25
1860 Munich,2019-11-11
1860 Munich,2021-12-05
SV Elversberg,2017-03-14
FC Augsburg II,2015-05-08
Ingolstadt II,2013-06-30
U'haching U17,2023-06-30
FC Wacker,2021-10-07
1860 Munich,2019-11-05
1860 Munich,2017-06-30
1860 München II,2017-06-30
1860 Munich,2016-12-11
1860 München II,2016-11-21
1860 Munich,2016-05-09
1860 München II,2016-04-18
TSV 1860 Yth.,2015-02-17
Flamengo,2023-04-10
Corinthians,2022-12-31
Fenerbahce,2021-12-20
SH SIPG,2020-12-31
1860 Munich,2017-05-31
Fenerbahce,2016-08-15
Olympiacos,2015-06-30
Al-Ahli,2014-05-04
FC Porto,2013-06-30
Santa Clara,2010-06-30
Espinho,2007-03-19
Sanjoanense,2005-06-30
FK Turon,2023-06-19
Veles Moscow,2022-04-23
Leningradets,2021-04-29
1860 Munich,2016-12-16
1860 München II,2016-11-22
1860 Munich,2016-05-15
1860 Munich,2016-05-08
1860 München II,2013-11-22
1860 Munich,2013-08-31
1860 München II,2012-11-17
TSV 1860 U19,2010-06-30
Greuther Fürth,2020-03-31
Pr. Münster,2017-12-10
1860 Munich,2016-04-19
FSV Frankfurt,2015-05-18
FC Ingolstadt,2011-11-09
Greuther Fürth,2009-12-20
E. Braunschweig,2008-05-12
Greuther Fürth,2007-06-30
Arm. Bielefeld,2004-02-17
Greuther Fürth,2000-10-21
E. Braunschweig,1997-06-30
Hamburger SV II,1992-09-22
HSV Yth.,1992-09-22
Hamburger SV,1992-09-22
Schalke 04 II,2022-03-28
Wehen Wiesbaden,2017-02-06
1860 Munich,2015-10-06
1860 München II,2015-02-17
Hamburg U17,2013-06-30
VfB Oldenburg,2011-04-18
Holst. Kiel II,2010-06-30
Holstein Kiel,2009-10-05
Holst. Kiel II,2009-09-17
Altona 93,2009-02-25
Norderstedt U19,2007-06-30
Fortuna Köln,2024-06-30
Bonner SC,2022-05-03
Leverkusen YL,2020-06-30
Leverkusen U19,2020-12-31
Leverkusen YL,2017-06-30
1860 Munich,2015-02-17
1860 Munich,2014-06-19
1860 Munich,2013-09-07
1860 München II,2013-06-30
SV Kapfenberg,2012-12-19
Arm. Bielefeld,2011-09-20
Hamburg U17,2011-06-30
Leverkusen U17,2008-06-30
Leverkusen Yth.,2007-06-30
K. Offenbach,2022-09-21
Dynamo Dresden,2022-03-01
Türkgücü Münch.,2021-02-09
SKN St. Pölten,2020-03-09
AKA Salzb. U18,2018-12-31
AKA Salzb. U16,2018-06-30
U'haching U19,2017-06-30
VfB Stuttgart,2017-01-10
Jahn Regensburg,2014-11-10
1860 Munich,2012-11-17
TSV 1860 U17,2009-06-30
FC Augsburg,2022-06-30
Türkgücü Münch.,2020-06-30
Angthong FC,2017-11-18
Skoda Xanthi,2014-02-05
1860 Munich,2012-11-18
AS Rodos,2010-04-27
AO Kavala,2008-12-01
OFI Crete FC,2007-11-12
1860 Munich,2006-01-22
1860 München II,2004-06-30
1860 Munich,2003-06-30
FC Memmingen,2001-11-11
FC Miesbach,1999-10-23
Garmisch,1997-06-30
TSV Buchbach,2023-06-30
Ban,2022-06-30
VfR Aalen,2022-02-17
SV Mehring,2021-03-23
W. Burghausen,2017-03-02
W. Burghausen,2014-06-30
Hessen Kassel,2013-06-30
FC Ingolstadt,2010-11-06
1860 Munich,2009-05-12
1860 Munich,2009-02-24
1860 München II,2008-06-30
Hoffenheim U19,2007-06-30
DSV Leoben,2015-06-30
LASK,2012-06-12
Admira Wacker,2010-04-26
1860 Munich,2007-03-18
FC Kärnten,2002-04-30
FC Zeltweg,2000-06-30
Ajax U21,2023-05-01
Ajax U17,2021-06-30
Ajax U18,2021-06-30
FC Eindhoven,2008-03-31
Helmond Sport,2007-02-17
PSV U19,2006-01-02
1860 Munich,2004-05-23
PSV U19,2004-04-18
1860 Munich,2001-11-01
PSV U19,2001-10-18
A. Klagenfurt,2025-06-30
FAC,2020-12-17
OFK Titograd,2019-06-05
FK Kukësi,2018-07-13
Radnicki Nis,2017-09-04
Cibalia,2017-03-23
DNŠ Zavrč,2015-10-23
FAC,2015-09-23
Dynamo Dresden,2013-08-18
RB Leipzig,2012-07-03
Rapid Vienna,2011-04-11
Dynamo Dresden,2006-09-05
FC Kärnten,2005-06-30
1860 Munich,2003-03-12
1860 München II,2001-06-30
1860 München II,1998-06-30
1860 Munich,2001-10-18
FC Hallein,2019-06-30
ÖTSU Hallein,2017-06-30
TSV Waging,2015-06-30
Dunajska Streda,2012-04-07
TeBe Berlin,2010-06-30
Dunajska Streda,2009-04-22
Türkgücü Münch.,2008-08-29
Guangyuan FC ,2008-08-01
Kasimpasa,2007-12-03
Unterhaching,2007-10-04
K. Erciyesspor,2007-01-12
Saipa FC,2006-10-04
Sivasspor,2006-06-30
APOEL Nicosia,2005-05-17
Incheon Utd.,2004-09-22
LR Ahlen,2003-06-30
Fenerbahce,2002-12-09
Aschaffenburg,1992-06-30
Schweinfurt 05,1990-06-30
Schweinfurt 05,1987-06-30
SV Donaustauf,2017-08-08
ATSV 1871 Kelheim,2015-06-30
1860 Munich,2013-06-30
Seligenporten,2013-06-30
Freier TuS,2006-12-01
ASV Cham,2004-06-30
SpVgg Landshut,2003-06-30
Jahn Regensburg,2001-06-30
Regensburg,1998-06-30
FC Augsburg,1996-09-24
SpVgg Landshut,1993-06-30
Jahn Regensburg,1992-09-15
1860 Munich,1992-06-30
Unterhaching,1989-12-31
SpVgg Landshut,1987-06-30
ESV Ingolstadt,1986-06-30
MTV Ingolstadt,1983-06-30
FC Ismaning,2003-06-30
1860 Munich,1990-02-20
München Laim,1989-12-31
FC Starnberg,1989-06-30
TSV Allach 09,1988-12-31
1860 Munich,1987-10-31
Worm. Worms II,1977-06-30
Partizan,1988-09-12
1860 Munich,1987-04-18
Wattenscheid 09,1985-06-30
FC Schalke 04,1981-05-26
FC Schalke 04,1980-04-20
FC Dornbirn,1977-06-30
1860 Munich,1986-06-30
Grazer AK,1989-04-30
FC Locarno,1988-05-25
1860 Munich,1986-05-31
AEK Athens,1984-12-10
1860 Munich,1982-03-14
Grazer AK,1981-06-30
1860 Munich,1984-11-30
1860 Munich,1983-09-20
Offenburger FV,1991-12-30
Malatyaspor,1986-09-18
1860 Munich,1984-10-30
1860 München II,1984-10-01
Mersin IY,1979-06-30
Eskisehirspor,1975-02-03
Dacia U. Braila,1974-06-30
1860 Munich,1984-09-30
FK Pirmasens,1977-10-07
PSG Pati,2022-01-01
SpVgg Bayreuth,1990-10-29
BW Berlin,1990-03-14
A. Klagenfurt,1989-05-08
Bregenz/Dornbir,1987-06-30
1860 Munich,1982-11-30
1860 Munich,1982-12-31
1860 Munich,1979-10-27
SpVgg Fürth,1981-06-30
Wuppertaler SV,1980-04-15
E. Braunschweig,1979-10-08
1860 Munich,1978-12-23
F. Düsseldorf,1975-04-20
Darmstadt 98,1970-06-30
VfB Lübeck,1968-06-30
Hannover 96,1963-06-30
VfR Neumünster,1962-06-30
Wacker Berlin,1956-06-30
FR Haguenau,1979-06-30
R. Strasbourg,1977-06-30
1860 Munich,1973-06-30
Sparta,1972-04-03
FC Dordrecht,1971-06-30
FC Porto,1969-12-12
E. Frankfurt,1968-06-30
Benfica,1965-06-30
RW Essen,1957-06-30
Hamborn 07,1955-06-30
Le Havre AC,1953-06-30
Monaco,1952-06-30
Cannes,1948-10-31
AEK Athens,1982-01-27
Saarbrücken,1978-06-30
Werder Bremen,1977-12-19
1.FC Nuremberg,1976-06-30
1860 Munich,1972-08-31
Werder Bremen,1970-06-30
FC Mistelbach,1975-06-30
1860 Munich,1970-06-30
SW Bregenz,1969-06-30
Jahn Regensburg,1968-12-31
PSV Eindhoven,1962-06-30
1.FC Nuremberg,1960-06-30
Jahn Regensburg,1954-06-30
Werder Bremen,1980-06-30
Erkenschwick,1975-05-13
Erkenschwick,1974-06-30
SSV Hagen,1973-06-30
Werder Bremen,1972-06-30
1.FC Nuremberg,1971-12-05
VfL Osnabrück,1971-06-30
1860 Munich,1969-11-12
Werder Bremen,1969-06-30
FC Schalke 04,1967-06-30
Bor. M'gladbach,1964-04-25
Westfalia Herne,1962-06-30
SC Concordia,1952-02-29
ESV Ingolstadt,1972-06-30
Freiburger FC,1971-06-30
Hannover 96,1970-06-30
1860 Munich,1969-06-30
TSV 1860 U19,1968-10-31
Frankenthal,1966-06-30
VfR Mannheim,1964-06-30
B. Neunkirchen,1963-06-30
TSG Ulm 1846,1960-02-22
Saarbrücken,1959-02-28
VfR Mannheim,1956-06-30
TuRa Ludwigsh.,1953-06-30
VfB Oldenburg,1951-06-30
FC Zürich,1980-06-30
FC Luzern,1978-06-30
FC Chiasso,1976-06-30
VfB Stuttgart,1975-06-30
FC Fribourg,1974-12-31
FC Luzern,1974-06-30
FC Lugano,1971-09-20
FC St. Gallen,1970-03-03
1860 Munich,1968-10-31
VfB Stuttgart,1967-06-30
Stuttg. Kickers,1966-06-30
Grasshoppers,1966-11-29
BSC Young Boys,1964-03-25
BSC Young Boys,1956-06-30
Schweinfurt 05,1976-06-30
VfR Mannheim,1974-12-01
Alem. Aachen,1972-04-14
VfB Stuttgart,1969-06-30
1860 Munich,1967-06-30
Schweinfurt 05,1966-06-30
1.FC Nuremberg,1965-06-30
Tasmania Berlin,1964-06-30
FC Bayern Hof,1963-06-30
1860 Munich,1967-02-14
DJK Konstanz,1978-06-30
Grazer AK,1975-04-13
Freiburger FC,1974-06-30
Hannover 96,1973-03-01
Göttingen 05,1970-04-15
Arm. Hannover,1969-06-30
TSV Marl-Hüls,1966-01-03
Westfalia Herne,1964-06-30
BC Augsburg,1963-06-30
1860 Munich,1961-06-30
BC Augsburg,1956-06-30
Karlsruher SC,1953-04-12
1.FC Pforzheim,1952-06-30
SSV Reutlingen,1951-06-30
Bonner SC,1967-05-04
Eintr. Duisburg,1967-01-30
RW Essen,1965-06-30
Hamborn 07,1963-06-30
Duisburger SpV,1958-06-30
1860 Munich,1953-06-30
FSV Frankfurt,1952-06-30
VfL Osnabrück,1951-06-30
FC St. Pauli,1950-04-30
Duisburger SpV,1948-06-30
First Vienna FC,1960-09-18
1860 Munich,1952-06-30
Sturm Graz,1949-12-31
BC Augsburg,1949-02-14
1860 Munich,1947-06-30
1860 Munich,1941-06-30
1860 Munich,1940-06-30
FavAC,1937-12-31
LASK,1933-06-30
Karlsruher FV,1947-07-31
KFC Phönix,1946-06-30
FC Basel,1923-06-30
AIK,1911-12-31
Norrköping,1910-12-31
FC Schalke 04,2024-06-30
VfL Bochum,2022-09-12
Wolfsburg U19,2019-09-05
VfL Bochum U19,2016-06-30
VfL Bochum,2015-06-30
VfL Bochum II,2015-01-05
VfL Bochum U19,2014-01-26
VfL Bochum,2013-04-09
VfL Bochum II,2012-06-30
Women's footbal,2011-06-30
VfL Bochum Yth.,2011-03-30
FC Schalke 04,2022-10-26
Hamburger SV,2018-06-21
Hamburger SV II,2018-01-21
FC Schalke 04,2022-10-19
RB Salzburg,2020-06-30
RB Salzburg YL,2020-06-30
Greuther Fürth,2015-02-22
Hoffenheim II,2013-03-11
TSG Hoffenheim,2012-12-17
Hoffenheim II,2012-12-03
Gr. Fürth II,2011-06-30
Gr. Fürth U19,2009-06-30
Gr. Fürth II,2005-06-30
Gr. Fürth II,2004-06-30
FC Schalke 04,2022-03-06
Rapid Vienna,2016-11-07
FC Schalke 04,2016-06-06
Greuther Fürth,2015-06-30
F. Düsseldorf,2013-11-30
Greuther Fürth,2013-02-20
FC Schalke 04,2009-03-31
FC Schalke 04,2008-06-30
Schalke 04 II,2008-04-13
Schalke 04 II,2005-06-30
Schalke 04 Yth.,2002-06-30
Darmstadt 98,2020-06-30
VfL Bochum U19,2019-02-23
VfL Bochum U19,2017-10-09
VfL Bochum U17,2017-06-30
VfL Bochum II,2015-06-30
VfL Bochum,2015-01-05
VfL Bochum Yth.,2015-01-05
VfL Bochum II,2014-06-30
FC Schalke 04,2020-12-18
FC Augsburg,2019-04-09
FC Augsburg,2016-12-27
FC Augsburg II,2015-12-31
Unterhaching,2014-03-20
Unterhaching,2014-01-02
FT Starnberg 09,2011-06-30
FC Unterföhring,2009-06-30
1860 München II,2011-06-30
RB Leipzig,2022-09-07
Spartak Moscow,2021-06-30
Erzgebirge Aue,2017-06-30
Hoffenheim U19,2017-03-07
Hoffenheim U17,2016-06-30
Stuttgart U17,2015-06-30
Stuttgart U17,2013-09-04
Stuttgart Yth.,2013-06-30
ASV Aichwald,2008-06-30
1.FC Nuremberg,2023-02-20
VfB Stuttgart,2019-04-20
FC Schalke 04,2017-06-30
FC Augsburg,2016-06-30
Jahn Regensburg,2012-06-30
Jahn Regensburg,2008-11-23
TSG Hoffenheim,2023-02-06
FC Zürich,2022-06-30
Hannover 96,2019-01-27
FC Schalke 04,2016-06-30
SC Paderborn,2015-06-30
TSV Havelse,2013-06-30
1.FC Nuremberg,2020-06-28
FC Ingolstadt,2019-04-02
Union Berlin,2017-12-04
Schalke 04 U17,2012-12-15
VfB Stuttgart,2012-06-30
VfB Stuttgart,2010-12-11
Stuttgart U19,2009-12-05
Stuttgart U17,2008-06-30
PSV Eindhoven,2023-06-30
PSV Eindhoven,2023-05-23
NEC Nijmegen,2022-06-30
RSC Anderlecht,2019-04-16
Twente FC,2020-05-13
Maccabi Haifa,2018-11-01
Al-Shabab,2017-01-21
Feyenoord,2015-05-17
Vitesse,2013-06-30
FC Schalke 04,2009-03-26
Twente FC,2008-06-30
PSV Eindhoven,2006-06-30
PSV Eindhoven,2002-06-30
Twente FC,2001-06-30
Twente FC,1995-12-31
Twente FC,1999-09-06
Hannover 96,2019-11-03
Karlsruher SC,2017-04-04
Hamburger SV,2014-09-15
Hannover 96,2013-12-27
FC Schalke 04,2008-04-13
FC Schalke 04,2006-01-03
Hannover 96,2004-06-30
TeBe Berlin,2000-11-16
TeBe Berlin U19,2000-06-30
TeBe Berlin,2000-06-30
Hannover 96 U19,1999-06-30
RB Salzburg,2011-02-03
FC Schalke 04,2009-06-15
FC Schalke 04,2004-09-28
FC Schalke 04,2005-06-30
FC Twente U21,2003-06-30
Twente FC,2002-06-30
Twente FC,2003-06-30
FC Schalke 04,2000-06-30
Roda JC,1996-10-31
Roda JC,1996-10-08
Twente FC,1993-06-30
FC Twente U19,1990-06-30
Raja Casablanca,2022-02-20
Sint-Truiden,2005-02-21
FC Verden 04,2024-06-30
VfB Oldenburg,2013-04-22
SC Borgfeld,2010-06-30
Carl Zeiss Jena,2007-09-17
Holstein Kiel,2006-10-02
FC Schalke 04,2003-03-25
W. Bremen Res.,2002-01-07
W. Bremen III,1999-06-30
W. Bremen U17,1998-06-30
VfB Stuttgart,2011-06-30
Hassia Bingen,2010-06-30
1.FC K'lautern,2008-06-30
FC Schalke 04,1996-10-08
FC Schalke 04,1999-06-30
